uuid,stkcd,date
1523,301236,20250605
1524,301236,20250606
1525,301239,20250604
1526,301246,20250606
1527,301256,20250604
1528,301258,20250605
1529,301260,20250606
1530,301265,20250604
1531,301267,20250606
1532,301268,20250604
1533,301268,20250605
1534,301269,20250606
1535,301276,20250606
1536,301291,20250603
1537,301292,20250604
1538,301298,20250603
1539,301298,20250606
1540,301299,20250603
1541,301299,20250605
1542,301301,20250603
1543,301302,20250603
1544,301305,20250603
1545,301306,20250606
1546,301310,20250603
1547,301310,20250605
1548,301315,20250604
1549,301319,20250604
1550,301321,20250604
1551,301322,20250603
1552,301325,20250603
1553,301325,20250604
1554,301325,20250606
1555,301327,20250604
1556,301331,20250603
1557,301332,20250605
1558,301333,20250604
1559,301333,20250606
1560,301355,20250603
1561,301355,20250605
1562,301356,20250605
1563,301358,20250603
1564,301359,20250604
1565,301363,20250606
1566,301368,20250605
1567,301369,20250604
1568,301371,20250604
1569,301376,20250604
1570,301376,20250605
1571,301378,20250605
1572,301379,20250603
1573,301380,20250604
1574,301380,20250606
1575,301381,20250606
1576,301382,20250604
1577,301387,20250605
1578,301388,20250603
1579,301390,20250603
1580,301391,20250606
1581,301395,20250603
1582,301396,20250605
1583,301398,20250603
1584,301408,20250606
1585,301413,20250605
1586,301428,20250603
1587,301429,20250604
1588,301429,20250605
1589,301439,20250603
1590,301439,20250605
1591,301448,20250606
1592,301456,20250604
1593,301459,20250604
1594,301468,20250603
1595,301469,20250603
1596,301486,20250605
1597,301489,20250603
1598,301498,20250606
1599,301501,20250606
1600,301505,20250603
1601,301507,20250605
1602,301508,20250604
1603,301509,20250604
1604,301511,20250604
1605,301515,20250604
1606,301515,20250606
1607,301518,20250603
1608,301518,20250605
1609,301518,20250606
1610,301519,20250604
1611,301520,20250604
1612,301522,20250606
1613,301529,20250603
1614,301536,20250603
1615,301536,20250606
1616,301539,20250604
1617,301548,20250604
1618,301555,20250603
1619,301568,20250603
1620,301571,20250606
1621,301580,20250603
1622,301587,20250604
1623,301595,20250606
1624,301600,20250604
1625,301601,20250604
1626,301633,20250604
1627,301636,20250603
1628,301658,20250604
1629,301662,20250603
1630,302132,20250605
1631,430017,20250603
1632,430047,20250603
1633,430090,20250604
1634,430090,20250606
1635,430139,20250604
1636,430198,20250605
1637,430418,20250606
1638,430476,20250603
1639,430476,20250606
1640,430478,20250604
1641,430510,20250605
1642,430564,20250603
1643,600004,20250606
1644,600006,20250605
1645,600006,20250606
1646,600009,20250605
1647,600010,20250605
1648,600016,20250606
1649,600017,20250606
1650,600018,20250604
1651,600019,20250605
1652,600026,20250606
1653,600028,20250604
1654,600029,20250605
1655,600030,20250604
1656,600030,20250605
1657,600031,20250604
1658,600032,20250605
1659,600035,20250605
1660,600052,20250606
1661,600055,20250604
1662,600056,20250606
1663,600057,20250604
1664,600058,20250605
1665,600059,20250604
1666,600060,20250604
1667,600060,20250605
1668,600061,20250604
1669,600062,20250606
1670,600066,20250605
1671,600073,20250605
1672,600076,20250604
1673,600079,20250604
1674,600079,20250606
1675,600081,20250605
1676,600081,20250606
1677,600082,20250606
1678,600085,20250606
1679,600088,20250605
1680,600101,20250606
1681,600103,20250606
1682,600104,20250603
1683,600109,20250604
1684,600110,20250604
1685,600113,20250605
1686,600113,20250606
1687,600115,20250605
1688,600123,20250604
1689,600127,20250604
1690,600128,20250604
1691,600129,20250605
1692,600130,20250604
1693,600133,20250603
1694,600133,20250604
1695,600133,20250606
1696,600136,20250604
1697,600137,20250605
1698,600138,20250605
1699,600141,20250605
1700,600141,20250606
1701,600143,20250605
1702,600150,20250604
1703,600153,20250604
1704,600157,20250604
1705,600162,20250604
1706,600166,20250604
1707,600168,20250606
1708,600170,20250605
1709,600170,20250606
1710,600178,20250604
1711,600178,20250605
1712,600180,20250606
1713,600183,20250604
1714,600185,20250606
1715,600186,20250604
1716,600188,20250605
1717,600190,20250606
1718,600192,20250604
1719,600196,20250604
1720,600200,20250605
1721,600201,20250604
1722,600206,20250606
1723,600208,20250605
1724,600212,20250604
1725,600215,20250604
1726,600216,20250604
1727,600217,20250605
1728,600219,20250604
1729,600219,20250606
1730,600221,20250604
1731,600223,20250605
1732,600228,20250605
1733,600231,20250605
1734,600246,20250604
1735,600246,20250605
1736,600249,20250604
1737,600252,20250604
1738,600255,20250604
1739,600256,20250606
1740,600259,20250605
1741,600261,20250606
1742,600262,20250605
1743,600265,20250605
1744,600266,20250606
1745,600267,20250604
1746,600267,20250606
1747,600268,20250604
1748,600272,20250604
1749,600273,20250604
1750,600273,20250605
1751,600276,20250606
1752,600288,20250606
1753,600293,20250605
1754,600298,20250605
1755,600299,20250606
1756,600302,20250606
1757,600307,20250604
1758,600307,20250606
1759,600309,20250605
1760,600310,20250605
1761,600315,20250605
1762,600319,20250604
1763,600320,20250605
1764,600323,20250603
1765,600325,20250605
1766,600327,20250604
1767,600328,20250604
1768,600329,20250604
1769,600330,20250604
1770,600332,20250604
1771,600337,20250604
1772,600338,20250605
1773,600339,20250606
1774,600345,20250605
1775,600350,20250603
1776,600355,20250606
1777,600358,20250604
1778,600359,20250605
1779,600361,20250605
1780,600361,20250606
1781,600363,20250604
1782,600366,20250604
1783,600367,20250605
1784,600370,20250605
1785,600372,20250603
1786,600372,20250604
1787,600373,20250606
1788,600375,20250604
1789,600376,20250606
1790,600377,20250604
1791,600379,20250606
1792,600380,20250606
1793,600381,20250604
1794,600381,20250606
1795,600382,20250604
1796,600382,20250605
1797,600386,20250606
1798,600390,20250606
1799,600392,20250604
1800,600395,20250606
1801,600397,20250605
1802,600398,20250603
1803,600399,20250606
1804,600400,20250604
1805,600406,20250605
1806,600410,20250605
1807,600415,20250606
1808,600419,20250606
1809,600420,20250605
1810,600420,20250606
1811,600421,20250605
1812,600421,20250606
1813,600426,20250604
1814,600426,20250605
1815,600429,20250605
1816,600435,20250605
1817,600438,20250605
1818,600438,20250606
1819,600439,20250605
1820,600446,20250606
1821,600448,20250604
1822,600456,20250606
1823,600460,20250606
1824,600463,20250605
1825,600468,20250604
1826,600475,20250604
1827,600479,20250606
1828,600480,20250604
1829,600482,20250606
1830,600488,20250606
1831,600491,20250604
1832,600497,20250604
1833,600513,20250605
1834,600513,20250606
1835,600516,20250606
1836,600519,20250605
1837,600521,20250605
1838,600522,20250604
1839,600527,20250604
1840,600529,20250605
1841,600536,20250605
1842,600543,20250606
1843,600545,20250604
1844,600545,20250606
1845,600547,20250606
1846,600552,20250605
1847,600558,20250606
1848,600559,20250604
1849,600560,20250606
1850,600566,20250605
1851,600569,20250604
1852,600570,20250604
1853,600570,20250605
1854,600573,20250606
1855,600581,20250604
1856,600586,20250604
1857,600587,20250603
1858,600587,20250604
1859,600587,20250606
1860,600588,20250605
1861,600589,20250605
1862,600596,20250604
1863,600597,20250603
1864,600598,20250604
1865,600599,20250605
1866,600603,20250604
1867,600603,20250606
1868,600610,20250606
1869,600612,20250604
1870,600620,20250604
1871,600620,20250605
1872,600622,20250604
1873,600622,20250606
1874,600624,20250605
1875,600626,20250604
1876,600628,20250606
1877,600629,20250604
1878,600635,20250604
1879,600635,20250606
1880,600642,20250605
1881,600644,20250606
1882,600648,20250606
1883,600650,20250605
1884,600653,20250606
1885,600654,20250604
1886,600660,20250604
1887,600662,20250604
1888,600664,20250605
1889,600666,20250605
1890,600667,20250604
1891,600668,20250605
1892,600671,20250606
1893,600676,20250606
1894,600685,20250604
1895,600686,20250606
1896,600690,20250604
1897,600696,20250606
1898,600697,20250604
1899,600698,20250605
1900,600699,20250605
1901,600703,20250605
1902,600706,20250604
1903,600707,20250605
1904,600710,20250604
1905,600713,20250604
1906,600713,20250606
1907,600715,20250604
1908,600718,20250604
1909,600719,20250606
1910,600720,20250606
1911,600729,20250604
1912,600732,20250604
1913,600732,20250605
1914,600733,20250603
1915,600738,20250604
1916,600741,20250603
1917,600742,20250604
1918,600742,20250605
1919,600742,20250606
1920,600745,20250606
1921,600753,20250605
1922,600754,20250605
1923,600755,20250606
1924,600756,20250605
1925,600757,20250606
1926,600759,20250604
1927,600763,20250606
1928,600765,20250606
1929,600768,20250604
1930,600771,20250604
1931,600773,20250604
1932,600778,20250606
1933,600783,20250604
1934,600792,20250606
1935,600800,20250604
1936,600801,20250604
1937,600801,20250606
1938,600808,20250605
1939,600810,20250604
1940,600812,20250604
1941,600812,20250606
1942,600817,20250605
1943,600818,20250606
1944,600819,20250606
1945,600821,20250605
1946,600821,20250606
1947,600825,20250604
1948,600827,20250606
1949,600829,20250605
1950,600833,20250606
1951,600835,20250605
1952,600839,20250603
1953,600839,20250604
1954,600839,20250606
1955,600843,20250606
1956,600846,20250605
1957,600848,20250606
1958,600850,20250606
1959,600853,20250605
1960,600854,20250604
1961,600859,20250606
1962,600862,20250604
1963,600868,20250604
1964,600869,20250604
1965,600871,20250605
1966,600873,20250604
1967,600875,20250604
1968,600877,20250606
1969,600884,20250604
1970,600885,20250605
1971,600888,20250603
1972,600888,20250604
1973,600888,20250606
1974,600894,20250604
1975,600901,20250606
1976,600903,20250604
1977,600903,20250605
1978,600905,20250606
1979,600906,20250606
1980,600909,20250605
1981,600916,20250604
1982,600918,20250605
1983,600918,20250606
1984,600925,20250605
1985,600926,20250604
1986,600926,20250605
1987,600926,20250606
1988,600927,20250605
1989,600933,20250604
1990,600933,20250606
1991,600938,20250606
1992,600939,20250604
1993,600939,20250605
1994,600941,20250606
1995,600956,20250606
1996,600958,20250604
1997,600958,20250605
1998,600959,20250605
1999,600959,20250606
2000,600962,20250605
2001,600965,20250605
2002,600968,20250604
2003,600970,20250605
2004,600980,20250606
2005,600982,20250604
2006,600982,20250606
2007,600983,20250604
2008,600985,20250604
2009,600985,20250606
2010,600986,20250604
2011,600988,20250605
2012,600989,20250605
2013,600997,20250606
2014,600998,20250606
2015,600999,20250604
2016,600999,20250605
2017,600999,20250606
2018,601010,20250604
2019,601010,20250605
2020,601012,20250606
2021,601016,20250604
2022,601016,20250606
2023,601018,20250606
2024,601021,20250604
2025,601058,20250603
2026,601061,20250605
2027,601065,20250603
2028,601065,20250606
2029,601066,20250605
2030,601077,20250604
2031,601086,20250605
2032,601089,20250606
2033,601099,20250606
2034,601107,20250606
2035,601111,20250604
2036,601111,20250605
2037,601116,20250604
2038,601117,20250605
2039,601127,20250604
2040,601133,20250604
2041,601136,20250605
2042,601137,20250604
2043,601138,20250604
2044,601139,20250605
2045,601155,20250604
2046,601162,20250603
2047,601166,20250606
2048,601187,20250604
2049,601198,20250604
2050,601208,20250604
2051,601208,20250606
2052,601211,20250605
2053,601212,20250604
2054,601216,20250604
2055,601222,20250603
2056,601222,20250605
2057,601225,20250606
2058,601226,20250604
2059,601228,20250604
2060,601229,20250606
2061,601231,20250604
2062,601231,20250606
2063,601238,20250606
2064,601288,20250604
2065,601298,20250606
2066,601318,20250604
2067,601319,20250604
2068,601319,20250606
2069,601326,20250604
2070,601328,20250604
2071,601328,20250606
2072,601330,20250605
2073,601330,20250606
2074,601336,20250604
2075,601366,20250604
2076,601375,20250606
2077,601377,20250603
2078,601390,20250606
2079,601398,20250604
2080,601456,20250606
2081,601515,20250604
2082,601519,20250604
2083,601555,20250604
2084,601567,20250604
2085,601588,20250604
2086,601588,20250606
2087,601595,20250606
2088,601598,20250603
2089,601598,20250605
2090,601598,20250606
2091,601600,20250606
2092,601601,20250604
2093,601601,20250605
2094,601606,20250605
2095,601609,20250604
2096,601609,20250605
2097,601611,20250606
2098,601619,20250603
2099,601619,20250604
2100,601633,20250603
2101,601633,20250604
2102,601636,20250604
2103,601665,20250606
2104,601666,20250604
2105,601666,20250606
2106,601668,20250605
2107,601669,20250605
2108,601669,20250606
2109,601678,20250603
2110,601678,20250604
2111,601686,20250604
2112,601686,20250606
2113,601688,20250606
2114,601689,20250604
2115,601689,20250605
2116,601696,20250604
2117,601700,20250604
2118,601717,20250605
2119,601717,20250606
2120,601718,20250605
2121,601727,20250604
2122,601727,20250605
2123,601727,20250606
2124,601728,20250604
2125,601766,20250604
2126,601777,20250605
2127,601777,20250606
2128,601788,20250604
2129,601800,20250603
2130,601808,20250604
2131,601811,20250604
2132,601816,20250603
2133,601816,20250606
2134,601818,20250605
2135,601827,20250604
2136,601827,20250605
2137,601828,20250606
2138,601838,20250605
2139,601857,20250606
2140,601865,20250604
2141,601866,20250603
2142,601866,20250604
2143,601866,20250605
2144,601866,20250606
2145,601868,20250606
2146,601869,20250604
2147,601877,20250605
2148,601877,20250606
2149,601878,20250605
2150,601880,20250605
2151,601881,20250604
2152,601881,20250605
2153,601888,20250605
2154,601898,20250606
2155,601899,20250604
2156,601899,20250605
2157,601908,20250606
2158,601918,20250604
2159,601918,20250606
2160,601919,20250604
2161,601939,20250606
2162,601949,20250604
2163,601952,20250605
2164,601958,20250604
2165,601958,20250605
2166,601963,20250604
2167,601968,20250605
2168,601968,20250606
2169,601969,20250604
2170,601985,20250604
2171,601988,20250604
2172,601988,20250606
2173,601992,20250606
2174,601995,20250604
2175,601998,20250604
2176,601999,20250606
2177,603000,20250606
2178,603002,20250606
2179,603004,20250604
2180,603005,20250606
2181,603007,20250604
2182,603007,20250606
2183,603012,20250606
2184,603013,20250605
2185,603015,20250604
2186,603016,20250606
2187,603017,20250604
2188,603017,20250605
2189,603018,20250604
2190,603025,20250605
2191,603031,20250606
2192,603035,20250604
2193,603037,20250606
2194,603040,20250604
2195,603041,20250603
2196,603042,20250606
2197,603043,20250605
2198,603045,20250605
2199,603045,20250606
2200,603051,20250604
2201,603055,20250605
2202,603056,20250604
2203,603056,20250605
2204,603057,20250606
2205,603060,20250606
2206,603063,20250604
2207,603065,20250605
2208,603073,20250606
2209,603076,20250605
2210,603080,20250605
2211,603081,20250605
2212,603085,20250604
2213,603085,20250605
2214,603087,20250605
2215,603088,20250604
2216,603088,20250606
2217,603089,20250605
2218,603093,20250604
2219,603093,20250605
2220,603093,20250606
2221,603098,20250605
2222,603102,20250604
2223,603108,20250604
2224,603109,20250604
2225,603109,20250605
2226,603110,20250603
2227,603111,20250604
2228,603112,20250604
2229,603112,20250605
2230,603112,20250606
2231,603113,20250604
2232,603116,20250605
2233,603121,20250605
2234,603122,20250605
2235,603123,20250604
2236,603123,20250606
2237,603124,20250604
2238,603124,20250606
2239,603127,20250605
2240,603128,20250606
2241,603129,20250604
2242,603130,20250604
2243,603131,20250604
2244,603132,20250605
2245,603136,20250605
2246,603138,20250604
2247,603139,20250605
2248,603150,20250604
2249,603151,20250603
2250,603151,20250605
2251,603151,20250606
2252,603158,20250604
2253,603159,20250605
2254,603160,20250604
2255,603162,20250603
2256,603162,20250604
2257,603162,20250605
2258,603163,20250604
2259,603163,20250606
2260,603165,20250604
2261,603168,20250606
2262,603176,20250606
2263,603177,20250604
2264,603179,20250606
2265,603181,20250605
2266,603186,20250606
2267,603189,20250603
2268,603189,20250606
2269,603190,20250604
2270,603190,20250606
2271,603191,20250605
2272,603194,20250606
2273,603195,20250604
2274,603196,20250604
2275,603197,20250604
2276,603197,20250605
2277,603199,20250606
2278,603200,20250606
2279,603201,20250604
2280,603207,20250604
2281,603208,20250605
2282,603209,20250604
2283,603213,20250605
2284,603219,20250604
2285,603220,20250605
2286,603222,20250603
2287,603225,20250605
2288,603226,20250604
2289,603226,20250605
2290,603226,20250606
2291,603228,20250604
2292,603229,20250604
2293,603233,20250605
2294,603237,20250604
2295,603257,20250606
2296,603259,20250604
2297,603259,20250605
2298,603259,20250606
2299,603260,20250606
2300,603261,20250604
2301,603268,20250604
2302,603269,20250605
2303,603272,20250604
2304,603272,20250606
2305,603279,20250604
2306,603281,20250604
2307,603281,20250605
2308,603283,20250606
2309,603286,20250605
2310,603288,20250605
2311,603289,20250605
2312,603291,20250604
2313,603298,20250605
2314,603299,20250604
2315,603299,20250605
2316,603300,20250605
2317,603301,20250603
2318,603301,20250605
2319,603305,20250604
2320,603305,20250605
2321,603306,20250604
2322,603306,20250605
2323,603306,20250606
2324,603307,20250605
2325,603311,20250604
2326,603311,20250605
2327,603312,20250604
2328,603315,20250606
2329,603317,20250604
2330,603322,20250605
2331,603323,20250606
2332,603330,20250605
2333,603332,20250604
2334,603332,20250606
2335,603333,20250606
2336,603335,20250604
2337,603337,20250604
2338,603341,20250604
2339,603345,20250606
2340,603348,20250605
2341,603350,20250603
2342,603351,20250606
2343,603355,20250606
2344,603356,20250606
2345,603359,20250604
2346,603360,20250605
2347,603360,20250606
2348,603365,20250604
2349,603366,20250606
2350,603367,20250605
2351,603368,20250605
2352,603368,20250606
2353,603373,20250604
2354,603375,20250604
2355,603377,20250604
2356,603377,20250605
2357,603377,20250606
2358,603378,20250604
2359,603379,20250605
2360,603388,20250604
2361,603389,20250604
2362,603389,20250606
2363,603390,20250604
2364,603390,20250606
2365,603392,20250605
2366,603393,20250604
2367,603395,20250604
2368,603395,20250605
2369,603398,20250606
2370,603408,20250605
2371,603416,20250604
2372,603421,20250605
2373,603439,20250604
2374,603477,20250604
2375,603486,20250604
2376,603499,20250604
2377,603500,20250604
2378,603501,20250604
2379,603505,20250604
2380,603505,20250605
2381,603508,20250606
2382,603518,20250606
2383,603519,20250606
2384,603520,20250605
2385,603527,20250604
2386,603527,20250606
2387,603530,20250604
2388,603533,20250604
2389,603538,20250606
2390,603556,20250604
2391,603557,20250606
2392,603558,20250604
2393,603566,20250605
2394,603567,20250605
2395,603568,20250606
2396,603569,20250604
2397,603579,20250604
2398,603579,20250606
2399,603587,20250604
2400,603601,20250604
2401,603605,20250605
2402,603605,20250606
2403,603607,20250604
2404,603608,20250605
2405,603609,20250604
2406,603609,20250605
2407,603619,20250606
2408,603633,20250604
2409,603633,20250605
2410,603633,20250606
2411,603639,20250605
2412,603639,20250606
2413,603648,20250603
2414,603648,20250604
2415,603650,20250605
2416,603650,20250606
2417,603655,20250604
2418,603655,20250606
2419,603656,20250604
2420,603657,20250606
2421,603658,20250605
2422,603658,20250606
2423,603659,20250605
2424,603659,20250606
2425,603661,20250604
2426,603661,20250605
2427,603666,20250606
2428,603668,20250606
2429,603676,20250605
2430,603681,20250604
2431,603683,20250604
2432,603683,20250605
2433,603683,20250606
2434,603685,20250605
2435,603686,20250603
2436,603687,20250604
2437,603688,20250606
2438,603690,20250604
2439,603697,20250605
2440,603700,20250605
2441,603703,20250604
2442,603707,20250605
2443,603708,20250605
2444,603708,20250606
2445,603709,20250605
2446,603711,20250605
2447,603713,20250605
2448,603716,20250604
2449,603716,20250605
2450,603719,20250605
2451,603719,20250606
2452,603722,20250606
2453,603727,20250603
2454,603737,20250605
2455,603738,20250604
2456,603738,20250606
2457,603757,20250604
2458,603768,20250604
2459,603768,20250606
2460,603773,20250605
2461,603777,20250604
2462,603777,20250606
2463,603788,20250604
2464,603797,20250604
2465,603799,20250604
2466,603800,20250604
2467,603800,20250605
2468,603801,20250605
2469,603806,20250606
2470,603808,20250606
2471,603811,20250605
2472,603815,20250604
2473,603816,20250604
2474,603823,20250604
2475,603825,20250606
2476,603836,20250604
2477,603838,20250606
2478,603839,20250604
2479,603848,20250604
2480,603858,20250604
2481,603859,20250606
2482,603861,20250604
2483,603863,20250604
2484,603867,20250606
2485,603879,20250604
2486,603879,20250605
2487,603881,20250604
2488,603881,20250605
2489,603885,20250604
2490,603887,20250605
2491,603887,20250606
2492,603888,20250605
2493,603889,20250605
2494,603890,20250606
2495,603896,20250604
2496,603898,20250606
2497,603899,20250604
2498,603899,20250605
2499,603900,20250606
2500,603901,20250604
2501,603901,20250606
2502,603903,20250604
2503,603906,20250603
2504,603906,20250605
2505,603906,20250606
2506,603912,20250604
2507,603915,20250606
2508,603916,20250605
2509,603922,20250605
2510,603931,20250605
2511,603931,20250606
2512,603933,20250606
2513,603939,20250605
2514,603939,20250606
2515,603958,20250604
2516,603959,20250605
2517,603960,20250605
2518,603967,20250605
2519,603969,20250604
2520,603970,20250606
2521,603976,20250605
2522,603978,20250604
2523,603983,20250604
2524,603985,20250604
2525,603985,20250606
2526,603989,20250604
2527,603992,20250604
2528,603993,20250604
2529,603997,20250605
2530,603998,20250603
2531,603998,20250604
2532,603998,20250605
2533,603999,20250606
2534,605001,20250604
2535,605003,20250605
2536,605005,20250605
2537,605006,20250604
2538,605006,20250605
2539,605006,20250606
2540,605007,20250604
2541,605008,20250604
2542,605009,20250606
2543,605016,20250604
2544,605018,20250604
2545,605020,20250606
2546,605033,20250604
2547,605050,20250604
2548,605055,20250605
2549,605056,20250605
2550,605066,20250605
2551,605069,20250605
2552,605081,20250606
2553,605086,20250605
2554,605086,20250606
2555,605088,20250604
2556,605088,20250606
2557,605089,20250604
2558,605089,20250605
2559,605089,20250606
2560,605090,20250605
2561,605099,20250604
2562,605099,20250606
2563,605116,20250604
2564,605117,20250605
2565,605122,20250605
2566,605123,20250604
2567,605128,20250606
2568,605136,20250604
2569,605138,20250604
2570,605158,20250604
2571,605162,20250605
2572,605162,20250606
2573,605166,20250605
2574,605167,20250606
2575,605169,20250606
2576,605177,20250604
2577,605178,20250606
2578,605180,20250604
2579,605186,20250605
2580,605188,20250605
2581,605189,20250604
2582,605196,20250604
2583,605196,20250605
2584,605198,20250604
2585,605218,20250604
2586,605255,20250604
2587,605258,20250606
2588,605287,20250604
2589,605296,20250604
2590,605299,20250604
2591,605300,20250604
2592,605300,20250605
2593,605303,20250603
2594,605305,20250604
2595,605333,20250604
2596,605333,20250606
2597,605336,20250605
2598,605337,20250604
2599,605339,20250606
2600,605358,20250605
2601,605388,20250606
2602,605398,20250604
2603,605399,20250606
2604,605488,20250605
2605,605500,20250604
2606,605507,20250604
2607,605507,20250606
2608,605567,20250606
2609,605589,20250605
2610,605599,20250605
2611,688001,20250605
2612,688004,20250605
2613,688013,20250604
2614,688013,20250606
2615,688016,20250604
2616,688019,20250606
2617,688022,20250605
2618,688025,20250604
2619,688028,20250604
2620,688029,20250604
2621,688030,20250605
2622,688030,20250606
2623,688032,20250604
2624,688035,20250604
2625,688035,20250606
2626,688046,20250604
2627,688046,20250606
2628,688049,20250604
2629,688050,20250604
2630,688056,20250605
2631,688060,20250604
2632,688061,20250605
2633,688062,20250605
2634,688063,20250606
2635,688065,20250605
2636,688066,20250604
2637,688068,20250605
2638,688068,20250606
2639,688069,20250605
2640,688070,20250604
2641,688070,20250606
2642,688071,20250605
2643,688073,20250603
2644,688073,20250605
2645,688076,20250605
2646,688080,20250604
2647,688081,20250605
2648,688082,20250604
2649,688083,20250603
2650,688087,20250604
2651,688089,20250604
2652,688092,20250605
2653,688092,20250606
2654,688095,20250604
2655,688099,20250604
2656,688100,20250604
2657,688102,20250604
2658,688103,20250604
2659,688103,20250605
2660,688106,20250605
2661,688111,20250605
2662,688113,20250604
2663,688113,20250605
2664,688114,20250604
2665,688116,20250604
2666,688122,20250605
2667,688123,20250604
2668,688126,20250605
2669,688126,20250606
2670,688127,20250604
2671,688127,20250605
2672,688132,20250604
2673,688136,20250604
2674,688136,20250605
2675,688136,20250606
2676,688137,20250604
2677,688139,20250604
2678,688143,20250604
2679,688150,20250603
2680,688151,20250604
2681,688151,20250605
2682,688152,20250604
2683,688152,20250605
2684,688152,20250606
2685,688153,20250605
2686,688156,20250606
2687,688157,20250604
2688,688160,20250604
2689,688161,20250606
2690,688165,20250605
2691,688167,20250604
2692,688167,20250605
2693,688169,20250604
2694,688170,20250604
2695,688172,20250604
2696,688175,20250603
2697,688180,20250605
2698,688180,20250606
2699,688181,20250604
2700,688183,20250605
2701,688185,20250605
2702,688186,20250604
2703,688186,20250605
2704,688187,20250603
2705,688187,20250604
2706,688187,20250606
2707,688189,20250605
2708,688191,20250606
2709,688202,20250604
2710,688203,20250605
2711,688206,20250604
2712,688207,20250604
2713,688207,20250606
2714,688208,20250604
2715,688209,20250604
2716,688210,20250604
2717,688211,20250605
2718,688212,20250604
2719,688215,20250604
2720,688218,20250606
2721,688219,20250604
2722,688231,20250605
2723,688232,20250604
2724,688235,20250603
2725,688235,20250605
2726,688235,20250606
2727,688236,20250605
2728,688237,20250606
2729,688244,20250605
2730,688246,20250606
2731,688248,20250606
2732,688251,20250604
2733,688251,20250605
2734,688253,20250604
2735,688255,20250605
2736,688256,20250605
2737,688258,20250605
2738,688260,20250604
2739,688266,20250603
2740,688266,20250606
2741,688268,20250604
2742,688270,20250604
2743,688273,20250604
2744,688276,20250605
2745,688280,20250606
2746,688282,20250604
2747,688283,20250604
2748,688283,20250606
2749,688285,20250604
2750,688289,20250605
2751,688290,20250604
2752,688291,20250603
2753,688293,20250606
2754,688296,20250604
2755,688299,20250604
2756,688303,20250604
2757,688308,20250605
2758,688308,20250606
2759,688312,20250606
2760,688315,20250604
2761,688317,20250604
2762,688322,20250605
2763,688328,20250605
2764,688329,20250604
2765,688336,20250606
2766,688337,20250605
2767,688338,20250605
2768,688338,20250606
2769,688339,20250605
2770,688343,20250604
2771,688343,20250606
2772,688347,20250606
2773,688350,20250604
2774,688353,20250605
2775,688359,20250606
2776,688360,20250605
2777,688362,20250605
2778,688366,20250604
2779,688371,20250604
2780,688372,20250606
2781,688373,20250606
2782,688375,20250605
2783,688378,20250604
2784,688381,20250605
2785,688383,20250605
2786,688390,20250604
2787,688392,20250606
2788,688393,20250605
2789,688396,20250606
2790,688400,20250604
2791,688401,20250604
2792,688408,20250604
2793,688416,20250604
2794,688419,20250604
2795,688428,20250605
2796,688429,20250604
2797,688439,20250605
2798,688443,20250604
2799,688443,20250605
2800,688449,20250605
2801,688449,20250606
2802,688450,20250604
2803,688450,20250606
2804,688455,20250604
2805,688458,20250605
2806,688468,20250606
2807,688472,20250604
2808,688478,20250603
2809,688478,20250605
2810,688479,20250604
2811,688496,20250604
2812,688498,20250606
2813,688499,20250604
2814,688500,20250605
2815,688501,20250606
2816,688502,20250604
2817,688503,20250606
2818,688507,20250605
2819,688509,20250605
2820,688511,20250605
2821,688512,20250604
2822,688513,20250605
2823,688513,20250606
2824,688515,20250604
2825,688516,20250604
2826,688517,20250604
2827,688519,20250605
2828,688520,20250606
2829,688521,20250604
2830,688530,20250605
2831,688531,20250606
2832,688535,20250604
2833,688536,20250605
2834,688543,20250604
2835,688545,20250606
2836,688550,20250604
2837,688551,20250604
2838,688552,20250606
2839,688553,20250605
2840,688557,20250606
2841,688561,20250605
2842,688563,20250604
2843,688566,20250606
2844,688571,20250605
2845,688576,20250605
2846,688585,20250606
2847,688588,20250604
2848,688590,20250604
2849,688591,20250604
2850,688593,20250603
2851,688593,20250605
2852,688599,20250604
2853,688600,20250605
2854,688600,20250606
2855,688601,20250604
2856,688602,20250605
2857,688605,20250605
2858,688606,20250605
2859,688609,20250605
2860,688612,20250604
2861,688616,20250605
2862,688617,20250604
2863,688618,20250606
2864,688620,20250604
2865,688621,20250605
2866,688622,20250605
2867,688625,20250603
2868,688626,20250604
2869,688627,20250605
2870,688628,20250605
2871,688638,20250605
2872,688646,20250604
2873,688646,20250605
2874,688653,20250604
2875,688653,20250605
2876,688655,20250604
2877,688657,20250604
2878,688661,20250605
2879,688663,20250605
2880,688670,20250606
2881,688671,20250605
2882,688676,20250604
2883,688677,20250604
2884,688681,20250604
2885,688681,20250605
2886,688687,20250605
2887,688689,20250604
2888,688692,20250605
2889,688693,20250604
2890,688693,20250606
2891,688696,20250604
2892,688698,20250605
2893,688701,20250606
2894,688708,20250604
2895,688711,20250604
2896,688716,20250606
2897,688719,20250604
2898,688719,20250605
2899,688719,20250606
2900,688720,20250604
2901,688722,20250604
2902,688728,20250606
2903,688737,20250604
2904,688739,20250604
2905,688767,20250605
2906,688768,20250603
2907,688772,20250604
2908,688788,20250604
2909,688793,20250604
2910,688800,20250604
2911,688819,20250606
2912,688981,20250605
2913,688981,20250606
2914,830809,20250603
2915,830809,20250606
2916,830896,20250605
2917,830974,20250605
2918,831039,20250604
2919,831039,20250606
2920,831087,20250605
