uuid,stkcd,date,clpr,clpr_next,label
1392,1299,20250513,10.8,10.75,down
1393,1300,20250508,13.0,13.21,up
1394,1300,20250509,13.21,13.33,up
1395,1300,20250515,13.35,13.37,up
1396,1300,20250521,13.65,13.56,down
1397,1301,20250508,52.9,51.8,down
1398,1301,20250514,52.2,51.98,down
1399,1301,20250523,47.3,47.1,down
1400,1306,20250508,87.0,86.2,down
1401,1306,20250521,79.31,77.7,down
1402,1308,20250509,21.33,21.92,up
1403,1308,20250521,21.81,21.62,down
1404,1308,20250528,21.53,21.85,up
1405,1309,20250514,127.38,123.57,down
1406,1309,20250517,119.67,118.49,down
1407,1309,20250520,118.32,116.54,down
1408,1311,20250509,28.15,28.5,up
1409,1311,20250530,27.1,26.89,down
1410,1313,20250506,8.36,8.51,up
1411,1313,20250507,8.51,8.7,up
1412,1313,20250513,8.65,8.66,up
1413,1313,20250520,8.37,8.28,down
1414,1314,20250507,44.79,45.6,up
1415,1314,20250513,45.15,44.96,down
1416,1314,20250514,44.96,43.97,down
1417,1314,20250523,43.5,44.4,up
1418,1316,20250508,51.99,51.22,down
1419,1316,20250521,44.28,43.56,down
1420,1316,20250529,42.32,41.58,down
1421,1317,20250506,37.91,38.9,up
1422,1317,20250512,41.92,40.61,down
1423,1317,20250520,46.94,44.6,down
1424,1318,20250509,13.23,13.12,down
1425,1318,20250515,13.04,12.94,down
1426,1319,20250509,28.14,28.55,up
1427,1319,20250520,29.03,28.32,down
1428,1322,20250507,8.89,8.59,down
1429,1322,20250514,8.58,8.64,up
1430,1322,20250515,8.64,8.59,down
1431,1322,20250529,8.55,8.46,down
1432,1323,20250507,30.18,30.3,up
1433,1323,20250508,30.3,32.08,up
1434,1323,20250516,32.06,31.99,down
1435,1323,20250517,32.06,31.99,down
1436,1323,20250530,30.35,30.43,up
1437,1324,20250523,17.97,18.22,up
1438,1326,20250507,31.69,32.43,up
1439,1326,20250508,32.43,32.64,up
1440,1326,20250514,33.71,34.39,up
1441,1326,20250515,34.39,32.64,down
1442,1326,20250517,32.64,33.2,up
1443,1326,20250522,34.45,33.86,down
1444,1328,20250506,47.3,49.23,up
1445,1328,20250513,52.7,50.5,down
1446,1328,20250520,53.95,52.4,down
1447,1328,20250522,53.83,51.56,down
1448,1330,20250509,4.41,4.48,up
1449,1330,20250516,4.43,4.51,up
1450,1330,20250521,4.64,4.51,down
1451,1331,20250513,13.24,13.22,down
1452,1331,20250521,13.52,13.32,down
1453,1331,20250528,13.58,13.59,up
1454,1332,20250509,35.19,35.54,up
1455,1332,20250513,35.25,35.27,up
1456,1332,20250528,39.39,38.95,down
1457,1333,20250515,20.99,21.26,up
1458,1335,20250513,38.21,38.27,up
1459,1335,20250530,36.34,36.86,up
1460,1336,20250506,19.82,20.05,up
1461,1336,20250508,20.38,20.36,down
1462,1336,20250509,20.36,20.26,down
1463,1336,20250520,22.32,20.66,down
1464,1337,20250508,25.4,25.12,down
1465,1337,20250510,25.12,24.34,down
1466,1337,20250517,23.71,23.93,up
1467,1337,20250522,24.25,24.8,up
1468,1338,20250509,11.51,11.44,down
1469,1338,20250512,11.44,11.51,up
1470,1339,20250507,54.85,55.11,up
1471,1339,20250513,53.14,52.79,down
1472,1339,20250514,52.79,51.79,down
1473,1339,20250516,51.41,50.07,down
1474,1339,20250517,51.41,50.07,down
1475,1339,20250520,49.78,49.19,down
1476,1339,20250528,46.71,47.43,up
1477,1339,20250529,47.43,45.78,down
1478,1339,20250530,45.78,45.76,down
1479,1356,20250513,15.97,15.95,down
1480,1358,20250506,22.78,22.57,down
1481,1358,20250528,23.39,23.3,down
1482,1359,20250508,32.24,32.5,up
1483,1359,20250509,32.5,32.8,up
1484,1360,20250515,13.34,13.43,up
1485,1360,20250521,13.49,13.33,down
1486,1366,20250510,11.69,11.61,down
1487,1366,20250516,11.66,11.61,down
1488,1366,20250523,11.38,11.54,up
1489,1367,20250513,29.96,29.83,down
1490,1367,20250526,25.8,23.94,down
1491,1367,20250528,22.15,22.55,up
1492,1367,20250530,22.08,23.13,up
1493,1368,20250509,22.07,22.43,up
1494,1373,20250515,29.15,29.2,up
1495,1373,20250520,29.7,29.07,down
1496,1373,20250521,29.07,28.65,down
1497,1376,20250516,12.52,12.57,up
1498,1376,20250522,12.25,12.05,down
1499,1376,20250527,11.95,11.9,down
1500,1376,20250528,11.9,12.02,up
1501,1378,20250507,21.56,21.9,up
1502,1378,20250508,21.9,21.82,down
1503,1378,20250510,21.82,21.93,up
1504,1378,20250522,21.86,21.85,down
1505,1379,20250507,19.86,20.41,up
1506,1379,20250508,20.41,20.11,down
1507,1379,20250509,20.11,20.88,up
1508,1379,20250513,20.68,20.36,down
1509,1379,20250520,20.5,20.27,down
1510,1379,20250523,20.04,20.44,up
1511,1379,20250527,20.23,20.1,down
1512,1380,20250506,35.02,34.25,down
1513,1380,20250507,34.25,35.94,up
1514,1380,20250508,35.94,33.72,down
1515,1380,20250514,33.58,33.41,down
1516,1380,20250520,21.87,21.68,down
1517,1380,20250521,21.68,21.22,down
1518,1380,20250530,20.38,20.28,down
1519,1382,20250509,22.0,22.72,up
1520,1382,20250513,22.6,22.54,down
1521,1382,20250514,22.54,22.71,up
1522,1382,20250519,21.99,22.28,up
1523,1387,20250509,13.13,13.12,down
1524,1387,20250517,13.1,13.26,up
1525,1389,20250516,48.82,49.05,up
1526,1389,20250517,48.82,49.05,up
1527,1389,20250520,49.68,49.01,down
1528,1389,20250523,47.75,49.23,up
1529,1390,20250529,32.0,27.02,down
1530,1391,20250530,7.09,7.06,down
1531,1395,20250513,49.72,49.75,up
1532,1395,20250520,47.86,46.62,down
1533,1400,20250506,55.66,55.6,down
1534,1400,20250507,55.6,56.02,up
1535,1872,20250508,19.27,19.3,up
1536,1872,20250515,19.98,19.97,down
1537,1872,20250520,20.67,20.78,up
1538,1872,20250522,20.9,20.58,down
1539,1872,20250524,20.58,20.48,down
1540,1872,20250527,20.55,20.53,down
1541,1872,20250529,20.52,20.66,up
1542,1896,20250507,4.56,4.68,up
1543,1896,20250516,4.92,4.91,down
1544,1896,20250527,4.76,4.7,down
1545,1914,20250508,11.83,11.7,down
1546,1914,20250509,11.7,11.64,down
1547,1914,20250516,11.45,11.45,up
1548,1914,20250527,11.63,11.8,up
1549,1965,20250507,12.8,12.93,up
1550,1965,20250527,12.15,12.29,up
1551,1979,20250506,9.16,9.26,up
1552,1979,20250507,9.26,9.19,down
1553,1979,20250509,9.01,9.04,up
1554,1979,20250510,9.01,9.04,up
1555,1979,20250513,9.05,9.07,up
1556,1979,20250516,8.91,8.98,up
1557,1979,20250520,8.99,8.89,down
1558,1979,20250521,8.89,8.77,down
1559,1979,20250530,8.68,8.59,down
1560,2001,20250507,22.1,22.23,up
1561,2001,20250509,22.09,22.04,down
1562,2001,20250514,22.68,22.76,up
1563,2001,20250520,22.71,22.5,down
1564,2003,20250510,11.53,11.78,up
1565,2003,20250514,11.65,11.61,down
1566,2004,20250515,4.11,4.1,down
1567,2005,20250506,1.75,1.76,up
1568,2005,20250510,1.75,1.75,up
1569,2005,20250524,1.75,1.77,up
1570,2005,20250528,1.79,1.8,up
1571,2005,20250530,1.83,1.8,down
1572,2006,20250506,18.38,18.67,up
1573,2006,20250515,18.02,17.91,down
1574,2007,20250515,16.18,16.25,up
1575,2007,20250521,16.32,16.09,down
1576,2008,20250507,23.9,24.35,up
1577,2008,20250513,24.67,24.55,down
1578,2008,20250515,24.21,24.89,up
1579,2008,20250516,24.89,24.21,down
1580,2008,20250517,24.89,24.21,down
1581,2008,20250520,24.16,23.82,down
1582,2008,20250522,23.57,23.26,down
1583,2008,20250527,23.08,23.08,up
1584,2009,20250510,15.27,16.33,up
1585,2009,20250516,16.02,15.84,down
1586,2009,20250517,16.02,15.84,down
1587,2009,20250529,15.13,14.71,down
1588,2010,20250508,5.36,5.32,down
1589,2010,20250521,5.3,5.27,down
1590,2010,20250528,5.39,5.46,up
1591,2011,20250506,11.52,11.54,up
1592,2011,20250508,11.89,11.89,up
1593,2011,20250530,11.27,11.28,up
1594,2012,20250509,4.8,4.82,up
1595,2012,20250516,4.79,4.93,up
1596,2015,20250514,7.33,7.21,down
1597,2015,20250521,7.27,7.15,down
1598,2016,20250508,5.75,5.63,down
1599,2016,20250510,5.63,5.62,down
1600,2016,20250516,5.58,5.69,up
1601,2017,20250506,10.1,10.1,up
1602,2017,20250515,9.94,9.93,down
1603,2019,20250521,12.76,12.47,down
1604,2019,20250522,12.47,12.4,down
1605,2019,20250528,12.21,13.25,up
1606,2020,20250508,13.58,13.51,down
1607,2020,20250522,13.33,13.44,up
1608,2021,20250506,2.27,2.28,up
1609,2021,20250529,2.35,2.27,down
1610,2022,20250520,6.05,6.04,down
1611,2023,20250508,10.04,9.88,down
1612,2023,20250517,9.73,9.83,up
1613,2025,20250517,49.54,49.82,up
1614,2025,20250527,48.98,48.08,down
1615,2026,20250513,11.18,11.06,down
1616,2026,20250516,11.24,11.56,up
1617,2026,20250521,11.76,11.85,up
1618,2026,20250527,12.32,12.07,down
1619,2026,20250529,11.99,11.92,down
1620,2027,20250522,7.37,7.48,up
1621,2027,20250528,7.62,7.56,down
1622,2028,20250517,73.95,74.32,up
1623,2028,20250524,77.01,75.2,down
1624,2029,20250506,6.39,6.39,up
1625,2029,20250507,6.39,6.39,up
1626,2029,20250529,6.66,6.57,down
1627,2030,20250506,5.81,5.81,up
1628,2030,20250510,5.82,5.82,up
1629,2030,20250516,6.11,6.1,down
1630,2030,20250527,6.03,5.92,down
1631,2030,20250528,5.92,6.07,up
1632,2030,20250530,6.08,6.17,up
1633,2031,20250529,8.46,8.21,down
1634,2032,20250519,57.3,58.54,up
1635,2032,20250530,54.31,54.08,down
1636,2033,20250513,8.9,8.86,down
1637,2033,20250516,8.93,9.01,up
1638,2034,20250507,17.69,17.76,up
1639,2034,20250509,17.55,17.88,up
1640,2034,20250514,17.72,17.88,up
1641,2034,20250530,17.41,17.6,up
1642,2035,20250521,6.65,6.56,down
1643,2035,20250522,6.56,6.53,down
1644,2036,20250510,10.67,10.78,up
1645,2036,20250517,10.66,10.7,up
1646,2036,20250527,10.26,10.27,up
1647,2038,20250523,6.78,6.67,down
1648,2039,20250510,16.11,15.99,down
1649,2040,20250510,6.97,6.98,up
1650,2040,20250515,9.3,10.23,up
1651,2040,20250519,11.25,11.98,up
1652,2040,20250521,13.18,14.13,up
1653,2040,20250522,14.13,12.72,down
1654,2040,20250523,12.72,11.45,down
1655,2040,20250527,11.76,10.9,down
1656,2041,20250510,10.34,10.17,down
1657,2041,20250513,10.19,10.19,up
1658,2041,20250514,10.19,10.2,up
1659,2041,20250520,10.25,10.17,down
1660,2041,20250521,10.17,9.99,down
1661,2042,20250517,5.16,5.16,up
1662,2043,20250508,10.49,10.58,up
1663,2043,20250513,10.3,10.31,up
1664,2043,20250514,10.31,10.29,down
1665,2043,20250517,10.23,10.29,up
1666,2043,20250521,10.37,10.42,up
1667,2044,20250506,5.45,5.38,down
1668,2044,20250510,5.34,5.36,up
1669,2044,20250515,5.41,5.43,up
1670,2044,20250520,5.31,5.28,down
1671,2045,20250509,15.07,15.46,up
1672,2045,20250514,15.13,14.77,down
1673,2045,20250520,14.92,14.7,down
1674,2045,20250527,15.94,15.74,down
1675,2045,20250528,15.74,16.0,up
1676,2046,20250507,16.17,16.36,up
1677,2046,20250513,16.14,16.04,down
1678,2046,20250523,15.71,15.75,up
1679,2046,20250528,15.62,15.7,up
1680,2047,20250506,1.73,1.68,down
1681,2047,20250510,1.81,1.9,up
1682,2047,20250516,1.85,1.91,up
1683,2047,20250527,1.98,1.96,down
1684,2048,20250507,16.97,17.05,up
1685,2048,20250509,16.98,17.13,up
1686,2049,20250507,65.82,66.18,up
1687,2049,20250514,66.15,64.31,down
1688,2049,20250529,64.0,63.97,down
1689,2050,20250507,26.94,27.05,up
1690,2050,20250510,26.59,27.9,up
1691,2050,20250515,26.71,27.0,up
1692,2050,20250524,27.09,26.54,down
1693,2051,20250510,8.15,8.28,up
1694,2051,20250516,8.28,8.26,down
1695,2051,20250517,8.28,8.26,down
1696,2052,20250512,9.6,9.49,down
1697,2052,20250514,9.02,9.47,up
1698,2052,20250516,9.1,9.56,up
1699,2052,20250520,10.04,10.28,up
1700,2052,20250530,9.14,9.6,up
1701,2053,20250506,11.01,11.11,up
1702,2053,20250514,11.29,11.26,down
1703,2053,20250515,11.26,11.13,down
1704,2053,20250521,11.46,11.38,down
1705,2053,20250522,11.38,11.22,down
1706,2053,20250523,11.22,11.37,up
1707,2053,20250528,11.51,11.14,down
1708,2053,20250529,11.14,11.31,up
1709,2053,20250530,11.31,11.31,up
1710,2055,20250506,5.88,5.88,up
1711,2055,20250520,5.94,5.88,down
1712,2055,20250521,5.88,5.81,down
1713,2055,20250523,5.65,5.81,up
1714,2055,20250528,5.75,6.33,up
1715,2056,20250506,13.51,13.55,up
1716,2056,20250523,13.55,13.55,up
1717,2057,20250513,8.11,8.17,up
1718,2057,20250516,8.1,8.15,up
1719,2057,20250517,8.1,8.15,up
1720,2057,20250520,8.17,8.17,up
1721,2057,20250522,8.02,8.03,up
1722,2058,20250510,10.05,10.38,up
1723,2058,20250513,10.05,10.16,up
1724,2058,20250515,10.23,9.98,down
1725,2058,20250528,11.56,11.29,down
1726,2059,20250508,5.16,5.12,down
1727,2059,20250513,5.13,5.11,down
1728,2060,20250521,3.6,3.53,down
1729,2060,20250523,3.48,3.48,up
1730,2061,20250507,3.88,3.87,down
1731,2061,20250520,3.93,3.98,up
1732,2061,20250529,4.05,4.1,up
1733,2062,20250516,4.8,5.16,up
1734,2062,20250529,4.73,4.65,down
1735,2063,20250515,5.76,5.74,down
1736,2063,20250516,5.74,5.8,up
1737,2064,20250510,6.76,6.9,up
1738,2064,20250514,7.28,7.12,down
1739,2064,20250519,6.97,6.99,up
1740,2064,20250523,7.03,6.9,down
1741,2065,20250509,10.36,10.44,up
1742,2065,20250513,10.26,10.34,up
1743,2066,20250506,10.87,10.96,up
1744,2066,20250514,10.96,10.92,down
1745,2066,20250520,11.61,11.61,up
1746,2066,20250530,11.9,11.78,down
1747,2067,20250506,3.6,3.61,up
1748,2067,20250508,3.68,3.6,down
1749,2067,20250523,3.65,3.65,up
1750,2067,20250528,3.56,3.6,up
1751,2068,20250510,11.56,11.6,up
1752,2068,20250520,11.68,12.16,up
1753,2069,20250517,3.91,4.04,up
1754,2069,20250523,4.05,3.98,down
1755,2072,20250519,4.77,4.92,up
1756,2072,20250521,4.85,4.8,down
1757,2072,20250528,4.77,4.85,up
1758,2073,20250508,8.22,8.13,down
1759,2073,20250520,8.23,8.16,down
1760,2073,20250521,8.16,8.04,down
1761,2073,20250528,7.82,7.96,up
1762,2074,20250521,26.65,25.9,down
1763,2074,20250529,24.79,24.49,down
1764,2075,20250506,6.06,6.06,up
1765,2075,20250507,6.06,6.12,up
1766,2076,20250507,1.67,1.66,down
1767,2076,20250508,1.66,1.74,up
1768,2076,20250516,1.95,1.92,down
1769,2076,20250520,1.97,1.99,up
1770,2076,20250527,1.98,1.93,down
1771,2077,20250508,14.33,14.08,down
1772,2077,20250516,13.81,13.98,up
1773,2077,20250520,14.27,14.09,down
1774,2078,20250513,14.27,14.09,down
1775,2078,20250517,14.04,14.09,up
1776,2079,20250514,9.65,9.49,down
1777,2079,20250516,9.53,9.72,up
1778,2079,20250528,9.46,9.7,up
1779,2079,20250530,9.49,9.45,down
1780,2080,20250523,16.22,16.63,up
1781,2081,20250508,3.54,3.55,up
1782,2081,20250522,3.56,3.51,down
1783,2081,20250529,3.57,3.57,up
1784,2082,20250506,5.71,5.77,up
1785,2082,20250508,5.83,5.78,down
1786,2082,20250521,5.87,5.72,down
1787,2083,20250510,4.74,4.78,up
1788,2083,20250513,4.83,4.84,up
1789,2083,20250514,4.84,4.86,up
1790,2083,20250520,4.7,4.72,up
1791,2084,20250507,3.38,3.44,up
1792,2084,20250522,3.46,3.38,down
1793,2085,20250508,17.51,17.12,down
1794,2085,20250521,16.48,16.22,down
1795,2086,20250510,2.64,2.6,down
1796,2086,20250512,2.6,2.86,up
1797,2086,20250514,2.8,2.87,up
1798,2086,20250528,2.74,2.76,up
1799,2088,20250508,11.84,11.75,down
1800,2088,20250514,11.87,11.77,down
1801,2088,20250520,11.84,11.88,up
1802,2090,20250507,9.12,9.25,up
1803,2090,20250508,9.25,9.24,down
1804,2090,20250509,9.24,9.27,up
1805,2091,20250513,7.5,7.5,up
1806,2091,20250516,7.44,7.48,up
1807,2091,20250520,7.47,7.51,up
1808,2091,20250530,7.38,7.38,up
1809,2092,20250510,4.9,4.92,up
1810,2092,20250514,5.03,5.07,up
1811,2092,20250517,5.09,4.95,down
1812,2093,20250531,10.65,10.98,up
1813,2094,20250507,7.59,7.67,up
1814,2094,20250515,8.48,8.64,up
1815,2094,20250521,8.18,8.72,up
1816,2095,20250514,22.19,20.97,down
1817,2095,20250520,20.03,19.44,down
1818,2095,20250529,20.2,19.51,down
1819,2097,20250521,7.36,7.23,down
1820,2097,20250529,7.45,7.76,up
1821,2098,20250521,9.19,9.18,down
1822,2098,20250529,9.28,9.09,down
1823,2099,20250508,5.05,5.17,up
1824,2099,20250520,5.28,5.29,up
1825,2099,20250522,5.82,6.4,up
1826,2099,20250526,6.37,6.67,up
1827,2100,20250510,6.37,6.35,down
1828,2100,20250521,6.4,6.33,down
1829,2100,20250528,6.28,6.3,up
1830,2101,20250508,13.26,12.68,down
1831,2101,20250527,12.56,12.34,down
1832,2102,20250507,2.91,2.89,down
1833,2102,20250517,2.91,2.99,up
1834,2102,20250520,3.08,3.16,up
1835,2102,20250521,3.16,3.1,down
1836,2103,20250507,9.4,9.6,up
1837,2103,20250510,9.36,9.36,up
1838,2103,20250515,9.39,9.1,down
1839,2103,20250529,11.57,11.4,down
1840,2104,20250507,8.08,8.39,up
1841,2104,20250517,7.52,7.57,up
1842,2104,20250529,8.1,8.91,up
1843,2104,20250530,8.91,9.8,up
1844,2105,20250513,7.7,7.83,up
1845,2105,20250520,10.15,9.14,down
1846,2105,20250521,9.14,9.07,down
1847,2107,20250514,5.21,5.25,up
1848,2107,20250520,5.59,5.49,down
1849,2108,20250520,3.78,3.8,up
1850,2109,20250513,3.35,3.4,up
1851,2110,20250523,3.7,3.73,up
1852,2111,20250506,9.61,9.88,up
1853,2111,20250507,9.88,10.25,up
1854,2111,20250514,10.18,10.03,down
1855,2111,20250516,10.0,10.22,up
1856,2112,20250514,13.71,13.32,down
1857,2112,20250520,13.52,13.23,down
1858,2114,20250513,6.4,6.39,down
1859,2114,20250524,6.57,6.83,up
1860,2114,20250528,7.19,6.8,down
1861,2114,20250530,7.19,6.8,down
1862,2115,20250508,7.85,7.82,down
1863,2115,20250521,7.78,7.69,down
1864,2116,20250508,10.0,9.85,down
1865,2116,20250516,9.84,10.28,up
1866,2117,20250508,12.08,11.79,down
1867,2117,20250514,11.63,11.3,down
1868,2119,20250508,15.91,15.63,down
1869,2120,20250507,6.84,6.84,up
1870,2120,20250509,6.78,6.85,up
1871,2120,20250513,6.82,6.92,up
1872,2120,20250515,6.82,6.79,down
1873,2120,20250517,6.79,6.79,up
1874,2120,20250520,6.8,6.77,down
1875,2120,20250528,6.89,6.94,up
1876,2120,20250529,6.94,6.97,up
1877,2120,20250530,6.97,6.95,down
1878,2121,20250513,4.71,4.69,down
1879,2122,20250506,3.63,3.99,up
1880,2122,20250507,3.99,4.01,up
1881,2122,20250509,3.84,3.95,up
1882,2122,20250510,3.84,3.95,up
1883,2122,20250514,4.28,4.07,down
1884,2122,20250517,4.11,4.12,up
1885,2122,20250528,4.06,4.19,up
1886,2123,20250507,14.29,14.95,up
1887,2123,20250510,14.36,14.4,up
1888,2123,20250515,14.39,14.39,up
1889,2123,20250516,14.39,14.45,up
1890,2123,20250529,15.14,14.38,down
1891,2124,20250507,3.26,3.59,up
1892,2124,20250509,3.29,3.2,down
1893,2124,20250516,3.12,3.13,up
1894,2125,20250508,10.1,10.05,down
1895,2125,20250510,10.05,10.25,up
1896,2125,20250514,10.22,10.07,down
1897,2125,20250521,10.17,9.97,down
1898,2126,20250507,26.15,26.76,up
1899,2126,20250509,25.51,26.79,up
1900,2126,20250510,25.51,26.79,up
1901,2126,20250514,26.43,25.46,down
1902,2126,20250522,26.8,26.23,down
1903,2126,20250527,25.24,25.1,down
1904,2126,20250529,25.61,24.9,down
1905,2126,20250530,24.9,24.72,down
1906,2127,20250507,4.45,4.52,up
1907,2127,20250522,4.77,4.61,down
1908,2128,20250506,17.85,18.65,up
1909,2128,20250512,17.85,18.65,up
1910,2128,20250514,17.85,18.65,up
1911,2128,20250519,18.65,18.14,down
1912,2128,20250521,18.73,18.98,up
1913,2129,20250517,7.9,7.9,up
1914,2130,20250513,20.97,21.14,up
1915,2130,20250515,20.03,20.07,up
1916,2130,20250520,19.89,19.95,up
1917,2130,20250528,19.62,20.24,up
1918,2132,20250506,3.3,3.27,down
1919,2132,20250529,3.29,3.31,up
1920,2133,20250507,2.78,2.9,up
1921,2133,20250509,2.84,2.82,down
1922,2133,20250521,2.89,2.82,down
1923,2134,20250506,18.23,18.6,up
1924,2134,20250514,18.43,18.36,down
1925,2134,20250520,20.49,19.8,down
1926,2135,20250514,4.29,4.23,down
1927,2135,20250515,4.23,4.3,up
1928,2135,20250517,4.3,4.35,up
1929,2135,20250521,4.35,4.25,down
1930,2135,20250529,4.33,4.28,down
1931,2136,20250520,11.2,12.32,up
1932,2137,20250516,7.72,7.81,up
1933,2138,20250516,27.17,26.88,down
1934,2138,20250521,26.9,26.97,up
1935,2138,20250528,27.16,28.08,up
1936,2139,20250508,14.61,14.4,down
1937,2141,20250507,2.37,2.49,up
1938,2141,20250509,2.61,2.74,up
1939,2141,20250513,2.88,3.02,up
1940,2141,20250516,3.01,3.09,up
1941,2141,20250520,3.24,3.4,up
1942,2141,20250527,3.16,3.23,up
1943,2141,20250530,3.14,3.2,up
1944,2142,20250513,25.48,26.32,up
1945,2142,20250520,26.37,27.15,up
1946,2144,20250522,11.53,11.47,down
1947,2144,20250529,11.6,11.41,down
1948,2145,20250507,4.24,4.22,down
1949,2145,20250510,4.25,4.33,up
1950,2145,20250516,4.26,4.33,up
1951,2145,20250523,4.29,4.39,up
1952,2146,20250509,1.41,1.44,up
1953,2146,20250513,1.44,1.45,up
1954,2146,20250515,1.42,1.41,down
1955,2146,20250517,1.41,1.52,up
1956,2146,20250520,1.5,1.48,down
1957,2146,20250524,1.4,1.41,up
1958,2146,20250527,1.41,1.4,down
1959,2148,20250527,6.45,6.7,up
1960,2149,20250513,19.65,19.48,down
1961,2149,20250514,19.48,19.5,up
1962,2149,20250523,18.94,19.15,up
1963,2150,20250508,11.45,11.31,down
1964,2150,20250513,11.52,11.33,down
1965,2150,20250521,11.16,10.97,down
1966,2150,20250522,10.97,10.85,down
1967,2151,20250510,26.95,27.58,up
1968,2151,20250514,26.77,26.27,down
1969,2151,20250516,26.28,26.99,up
1970,2151,20250520,26.86,27.25,up
1971,2152,20250515,12.02,11.99,down
1972,2152,20250527,11.6,11.58,down
1973,2152,20250528,11.58,12.37,up
1974,2152,20250530,12.14,12.28,up
1975,2153,20250521,7.78,7.89,up
1976,2153,20250524,7.67,7.83,up
1977,2154,20250508,3.94,3.92,down
1978,2154,20250517,3.88,3.9,up
1979,2154,20250521,3.87,3.82,down
1980,2155,20250508,23.38,23.24,down
1981,2155,20250520,22.47,23.07,up
1982,2156,20250514,25.94,25.2,down
1983,2156,20250519,24.32,24.51,up
1984,2157,20250509,2.79,2.77,down
1985,2157,20250517,2.84,2.87,up
1986,2158,20250530,17.78,17.77,down
1987,2159,20250508,14.97,14.85,down
1988,2159,20250520,14.91,14.82,down
1989,2160,20250514,3.83,3.83,up
1990,2160,20250515,3.83,3.85,up
1991,2160,20250522,3.9,3.86,down
1992,2160,20250527,3.89,3.86,down
1993,2160,20250528,3.86,3.9,up
1994,2161,20250515,5.29,5.37,up
1995,2161,20250521,5.77,5.81,up
1996,2161,20250529,6.53,6.73,up
1997,2162,20250507,4.18,4.19,up
1998,2162,20250514,4.23,4.15,down
1999,2162,20250527,4.14,4.07,down
2000,2162,20250530,4.52,4.78,up
2001,2163,20250508,9.0,9.03,up
2002,2163,20250509,9.03,8.8,down
2003,2163,20250513,8.61,8.62,up
2004,2163,20250517,8.68,8.6,down
2005,2164,20250506,9.4,9.71,up
2006,2165,20250513,11.61,12.28,up
2007,2165,20250520,11.63,12.79,up
2008,2165,20250529,10.59,9.75,down
2009,2166,20250522,7.43,7.55,up
2010,2167,20250507,9.17,9.19,up
2011,2167,20250508,9.19,9.03,down
2012,2167,20250527,9.56,9.37,down
2013,2168,20250508,2.52,2.65,up
2014,2168,20250509,2.65,2.7,up
2015,2168,20250515,2.89,3.03,up
2016,2168,20250519,3.05,3.06,up
2017,2168,20250521,2.96,2.88,down
2018,2168,20250522,2.88,3.02,up
2019,2169,20250515,6.2,6.24,up
2020,2169,20250527,6.43,6.24,down
2021,2170,20250509,10.31,10.64,up
2022,2170,20250513,10.71,10.49,down
2023,2170,20250529,9.86,9.75,down
2024,2171,20250513,8.68,8.68,up
2025,2171,20250515,8.52,8.43,down
2026,2171,20250521,8.52,8.51,down
2027,2171,20250528,8.57,8.78,up
2028,2171,20250529,8.78,8.62,down
2029,2172,20250508,3.66,3.6,down
2030,2172,20250515,3.63,3.71,up
2031,2173,20250507,10.11,10.02,down
2032,2173,20250509,9.69,9.94,up
2033,2173,20250515,10.08,9.99,down
2034,2173,20250527,10.27,10.37,up
2035,2174,20250507,9.35,9.53,up
2036,2174,20250510,9.33,9.34,up
2037,2174,20250523,11.74,12.91,up
2038,2175,20250522,4.49,4.43,down
2039,2175,20250529,4.5,4.4,down
2040,2175,20250530,4.4,4.38,down
2041,2176,20250506,7.14,7.14,up
2042,2176,20250510,7.19,7.29,up
2043,2176,20250514,7.24,7.11,down
2044,2176,20250521,7.21,7.09,down
2045,2177,20250506,4.64,4.67,up
2046,2177,20250517,4.58,4.72,up
2047,2178,20250508,6.19,6.11,down
2048,2178,20250516,6.07,6.22,up
2049,2178,20250521,6.18,6.16,down
2050,2178,20250522,6.16,6.02,down
2051,2179,20250506,40.6,41.94,up
2052,2179,20250519,40.09,40.18,up
2053,2180,20250507,22.17,22.35,up
2054,2180,20250509,22.28,22.93,up
2055,2180,20250516,21.64,21.35,down
2056,2180,20250520,22.18,22.42,up
2057,2180,20250528,21.8,22.1,up
2058,2182,20250523,11.55,11.59,up
2059,2182,20250529,11.62,11.4,down
2060,2183,20250509,4.82,4.87,up
2061,2183,20250513,4.83,5.12,up
2062,2183,20250515,4.94,4.86,down
2063,2184,20250510,12.22,12.39,up
2064,2184,20250529,12.18,11.78,down
2065,2185,20250507,9.51,9.57,up
2066,2185,20250519,9.14,9.22,up
2067,2186,20250521,10.74,10.53,down
2068,2187,20250507,7.03,7.57,up
2069,2187,20250517,6.95,7.1,up
2070,2187,20250530,6.77,6.78,up
2071,2189,20250516,19.16,20.0,up
2072,2190,20250512,24.51,26.96,up
2073,2190,20250515,32.63,35.89,up
2074,2190,20250519,39.48,42.5,up
2075,2191,20250509,3.73,3.73,up
2076,2191,20250516,3.65,3.71,up
2077,2191,20250522,3.7,3.69,down
2078,2191,20250530,3.78,3.83,up
2079,2192,20250508,28.4,28.3,down
2080,2192,20250516,28.46,28.53,up
2081,2193,20250513,5.56,5.66,up
2082,2193,20250516,5.62,5.76,up
2083,2193,20250522,5.69,5.55,down
2084,2194,20250508,13.15,14.47,up
2085,2196,20250508,10.71,10.32,down
2086,2196,20250515,10.0,10.26,up
2087,2196,20250530,8.97,9.01,up
2088,2197,20250507,5.28,5.54,up
2089,2197,20250510,5.41,5.4,down
